artist,songs,max_pop,avg_pop,avg_duration,avg_tempo,avg_energy,avg_danceability,average_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,avg_mode,avg_key,avg_time_sig
Michael Jackson,146,80,39.02,251341.93,116.10,0.63,0.62,-7.07,0.09,0.02,0.33,0.18,0.51,0.70,5.47,3.95
Michael Janzen,9,57,34.22,151345.22,97.69,0.02,0.37,-28.01,0.04,0.93,0.99,0.10,0.28,0.89,5.33,3.33
Michael Jones,17,14,8.06,526728.06,112.89,0.07,0.34,-24.60,0.05,0.87,0.99,0.09,0.13,0.82,3.71,4.00
Michael Kiwanuka,34,70,44.62,245136.88,111.41,0.49,0.53,-9.52,0.03,0.10,0.48,0.17,0.47,0.41,6.18,3.88
Michael Landau,3,22,15.00,207926.33,114.56,0.40,0.52,-13.95,0.04,0.02,0.55,0.31,0.44,0.67,5.00,3.67
Michael Lington,14,48,27.93,257101.86,120.52,0.67,0.65,-7.15,0.04,0.18,0.28,0.12,0.55,0.50,7.07,4.00
Michael Logozar,29,49,28.76,191882.28,101.03,0.12,0.32,-20.21,0.04,0.89,0.95,0.11,0.18,0.48,4.48,3.76
Michael Manson,6,31,21.17,305044.50,108.04,0.68,0.70,-8.59,0.04,0.48,0.51,0.12,0.77,0.67,4.83,4.00
Michael Marra,3,20,17.00,226572.67,113.35,0.48,0.60,-10.74,0.03,0.00,0.60,0.17,0.55,1.00,4.33,4.00
Michael Maxwell,4,28,25.00,453861.25,109.33,0.34,0.16,-22.57,0.07,0.91,0.88,0.76,0.26,1.00,2.00,4.00
Michael Mayer,30,32,14.07,355246.97,125.51,0.60,0.70,-11.07,0.06,0.75,0.05,0.17,0.29,0.53,5.23,4.03
Michael McDonald,3,47,41.33,203635.67,94.98,0.66,0.68,-5.88,0.05,0.00,0.14,0.07,0.64,0.67,4.33,4.00
Michael McGlynn,7,20,15.29,143826.71,102.91,0.20,0.44,-18.25,0.05,0.20,0.89,0.14,0.32,0.29,6.00,3.57
Michael Nyman,86,57,15.69,262761.72,111.08,0.20,0.32,-18.17,0.04,0.76,0.84,0.16,0.20,0.48,4.99,3.58
Michael Nyman Band,10,28,12.10,262441.40,110.61,0.30,0.29,-13.82,0.03,0.83,0.90,0.12,0.27,0.20,8.60,3.40
Michael Palmer,5,20,13.60,290189.40,103.75,0.58,0.76,-8.30,0.19,0.02,0.05,0.16,0.51,0.60,4.80,4.00
Michael Paulo,3,23,18.00,304542.33,143.81,0.62,0.57,-9.00,0.05,0.48,0.21,0.10,0.60,0.33,8.00,4.00
Michael Penn,6,34,22.00,233788.67,112.92,0.57,0.61,-10.11,0.04,0.00,0.18,0.24,0.61,0.83,4.67,4.00
Michael Praetorius,7,35,24.86,162775.29,114.62,0.03,0.23,-30.24,0.04,0.41,0.98,0.09,0.16,1.00,4.14,3.57
Michael Prophet,21,27,10.57,240595.48,120.94,0.53,0.75,-8.75,0.12,0.03,0.16,0.19,0.75,0.48,5.71,4.00
Michael Ray,10,64,45.60,198678.60,140.30,0.74,0.56,-4.64,0.04,0.00,0.18,0.18,0.53,1.00,8.10,4.00
Michael Seyer,28,54,26.07,221079.50,126.26,0.37,0.61,-12.96,0.05,0.47,0.60,0.19,0.36,0.64,5.79,3.86
Michael St Laurent,6,33,27.00,250883.33,129.02,0.39,0.50,-13.53,0.04,0.61,0.35,0.18,0.10,0.67,5.00,4.00
Michael Stearns,24,38,18.08,238850.42,100.42,0.14,0.22,-24.74,0.06,0.83,0.86,0.15,0.08,0.63,5.21,3.79
Michael Tolcher,4,24,12.00,231923.50,119.53,0.91,0.56,-3.90,0.07,0.00,0.03,0.16,0.63,1.00,3.25,4.00
Michael van Merwyk,5,39,30.00,219829.20,120.20,0.28,0.59,-12.47,0.05,0.00,0.92,0.12,0.41,0.80,3.80,4.00
Michael W. Smith,52,60,32.83,295461.62,119.77,0.47,0.38,-10.17,0.04,0.11,0.39,0.46,0.20,0.90,6.10,3.94
Michael Warren,4,47,27.75,186312.00,127.50,0.83,0.52,-5.74,0.04,0.00,0.09,0.32,0.57,1.00,8.50,4.00
Michael Wendler,72,47,11.93,275931.46,129.12,0.90,0.75,-3.92,0.06,0.00,0.09,0.19,0.75,0.82,5.54,3.96
Michael Whalen,38,31,12.68,302829.24,90.69,0.14,0.31,-20.13,0.04,0.90,0.89,0.11,0.12,0.53,4.82,3.63
Michael Woods,22,32,18.41,299505.32,131.87,0.89,0.63,-4.82,0.08,0.51,0.03,0.32,0.25,0.59,6.82,3.95
Michaela Anne,3,41,26.33,253663.33,106.99,0.35,0.52,-8.99,0.03,0.00,0.50,0.17,0.36,1.00,2.00,4.00
Michalis Nikoloudis,9,37,18.22,209422.33,135.49,0.48,0.67,-7.62,0.04,0.17,0.76,0.15,0.59,0.22,3.67,3.89
Michel Bisceglia,7,42,26.14,290140.29,127.95,0.12,0.45,-23.47,0.04,0.80,0.87,0.12,0.19,0.86,4.14,3.71
Michel Camilo,17,36,16.35,286879.59,107.80,0.30,0.47,-14.92,0.04,0.84,0.95,0.11,0.37,0.41,4.76,4.00
Michel Cleis,5,37,31.80,511785.20,124.81,0.89,0.72,-6.36,0.05,0.15,0.06,0.17,0.55,0.60,7.00,4.00
Michele Leao,3,48,35.33,192685.33,105.07,0.14,0.62,-15.31,0.06,0.63,0.98,0.11,0.28,1.00,7.33,3.67
Michele McLaughlin,230,52,15.12,199646.60,124.54,0.19,0.32,-19.89,0.05,0.90,0.97,0.11,0.32,0.53,3.13,3.67
Michele Nobler,16,44,32.00,187173.25,95.56,0.11,0.31,-25.15,0.04,0.91,0.96,0.10,0.14,0.38,5.69,3.81
Michelle,114,59,20.05,211941.15,125.90,0.77,0.67,-4.95,0.07,0.01,0.19,0.31,0.55,0.75,4.75,3.96
Michelle Branch,28,65,31.75,233382.93,119.33,0.74,0.51,-5.46,0.04,0.01,0.15,0.15,0.50,0.89,4.86,3.93
Michelle Featherstone,12,35,16.75,274707.92,129.25,0.33,0.48,-11.92,0.03,0.00,0.64,0.16,0.21,0.92,3.58,3.75
Michelle Nascimento,3,40,34.00,291684.00,130.67,0.56,0.59,-7.82,0.04,0.00,0.41,0.14,0.39,0.67,5.00,4.00
Michelle Qureshi,32,32,15.88,193689.19,114.46,0.11,0.47,-19.93,0.05,0.80,0.92,0.11,0.17,0.81,4.84,3.94
Michelle Simonal,8,49,44.38,198994.13,115.31,0.40,0.83,-12.84,0.05,0.01,0.50,0.12,0.55,0.50,5.88,4.00
Michelle Williams,29,48,15.07,249405.69,110.97,0.64,0.62,-6.39,0.07,0.01,0.14,0.21,0.48,0.59,3.03,3.76
Michi Oskah,3,35,27.00,99847.00,109.76,0.01,0.44,-31.62,0.15,0.89,0.99,0.11,0.05,0.67,4.00,4.33
Michiel Borstlap,5,60,44.00,129859.80,120.44,0.05,0.33,-26.46,0.04,0.91,1.00,0.12,0.22,0.20,3.80,3.20
Michigan & Smiley,6,14,8.67,285713.17,105.73,0.54,0.78,-10.59,0.20,0.00,0.05,0.12,0.63,1.00,6.00,4.00
Michiru Aoyama,37,45,14.08,182824.32,84.35,0.05,0.14,-31.99,0.04,0.84,0.87,0.11,0.09,0.81,6.73,3.51
Mick Clarke,12,25,16.92,233477.50,116.40,0.70,0.59,-6.87,0.03,0.25,0.29,0.12,0.69,0.58,4.00,3.58
Mick Flannery,15,51,28.60,208942.73,99.98,0.34,0.52,-10.97,0.04,0.02,0.66,0.12,0.30,0.47,6.40,4.00
Mick Flavin,4,37,27.50,186670.00,156.61,0.68,0.54,-8.42,0.03,0.00,0.26,0.18,0.81,1.00,5.25,4.00
Mick Gordon,58,67,36.71,294814.62,132.12,0.67,0.42,-10.05,0.09,0.69,0.06,0.21,0.17,0.67,4.12,3.74
Mick Harvey,7,41,13.43,197750.57,108.56,0.41,0.43,-11.33,0.03,0.36,0.41,0.12,0.22,0.29,6.71,3.43
Mick Jagger,6,55,42.00,243613.50,102.69,0.81,0.57,-6.63,0.05,0.00,0.08,0.25,0.62,1.00,8.50,4.00
Mick Jenkins,13,55,43.15,223672.31,114.26,0.64,0.63,-8.21,0.27,0.00,0.32,0.17,0.42,0.62,5.69,3.77
Mick Miles,4,38,29.00,164898.00,140.01,0.89,0.71,-4.70,0.18,0.04,0.01,0.25,0.42,0.75,8.00,3.75
Mickey & The Soul Generation,10,41,17.30,216582.70,110.01,0.77,0.62,-5.58,0.07,0.51,0.31,0.13,0.78,0.40,6.20,3.80
Mickey Baker,3,29,17.00,160275.33,114.24,0.73,0.55,-6.54,0.05,0.42,0.45,0.09,0.87,1.00,0.00,4.00
Mickey Darling,9,53,46.00,195261.44,149.03,0.72,0.60,-7.71,0.07,0.00,0.33,0.30,0.67,0.67,4.33,4.00
Mickey Guyton,7,68,44.29,188948.57,133.32,0.63,0.54,-4.85,0.04,0.00,0.23,0.13,0.52,0.86,6.14,3.86
Mickey Newbury,3,30,29.33,266075.67,89.75,0.20,0.41,-14.65,0.03,0.01,0.76,0.12,0.36,0.67,5.33,4.00
MickeyG,7,21,10.57,194145.29,150.70,0.89,0.43,-5.27,0.06,0.17,0.02,0.40,0.35,0.43,6.00,4.00
Mickie Krause,64,59,22.83,209788.03,136.73,0.95,0.64,-3.63,0.11,0.00,0.08,0.39,0.68,0.84,5.31,4.00
Micky & The Motorcars,13,35,25.54,213815.54,120.00,0.74,0.54,-6.92,0.03,0.01,0.04,0.49,0.53,0.85,5.54,4.00
MICO,10,61,45.40,155399.90,120.91,0.60,0.64,-6.94,0.10,0.00,0.13,0.18,0.57,0.70,4.70,3.90
Micropoint,8,26,15.25,307793.75,147.64,0.97,0.55,-3.00,0.12,0.62,0.02,0.22,0.18,0.25,6.25,4.00
Microwave,44,52,33.82,217222.80,128.51,0.77,0.46,-6.95,0.06,0.14,0.05,0.23,0.32,0.82,4.75,3.93
Microwave Monkeys,7,37,22.14,257525.43,118.86,0.68,0.82,-7.63,0.06,0.31,0.05,0.13,0.69,0.14,5.29,4.00
Midan,3,47,42.33,140487.67,86.32,0.57,0.69,-8.68,0.06,0.68,0.51,0.13,0.73,0.00,3.33,4.00
Middle Class Rut,4,36,31.75,283923.25,144.16,0.89,0.36,-4.67,0.12,0.06,0.02,0.31,0.19,0.50,6.75,4.00
Middle School,3,40,34.67,218996.67,72.18,0.46,0.61,-10.93,0.13,0.53,0.17,0.18,0.52,0.67,3.67,4.00
Midfield General,3,20,12.67,289999.33,130.26,0.73,0.67,-7.87,0.11,0.80,0.01,0.20,0.29,0.33,7.00,4.00
Midi Culture,7,49,34.71,220739.57,120.75,0.65,0.81,-8.15,0.05,0.07,0.11,0.17,0.57,0.14,5.86,4.00
Midian Lima,12,65,47.50,283367.00,122.74,0.57,0.49,-6.93,0.05,0.00,0.41,0.21,0.29,1.00,5.50,4.00
Midival Punditz,17,49,19.59,320827.29,126.70,0.63,0.55,-8.38,0.05,0.47,0.11,0.13,0.30,0.94,4.53,4.06
Midix,3,41,40.00,129574.00,109.35,0.66,0.67,-6.58,0.05,0.05,0.03,0.13,0.38,0.67,5.67,3.00
Midlake,10,36,17.40,233540.30,105.55,0.55,0.39,-9.62,0.03,0.39,0.47,0.14,0.30,0.70,5.10,3.90
Midland,48,68,42.00,215685.29,123.32,0.75,0.56,-6.05,0.04,0.01,0.17,0.21,0.64,0.96,5.31,3.96
Midnattsol,14,14,8.57,299001.79,145.21,0.86,0.32,-4.75,0.06,0.17,0.02,0.15,0.23,0.21,5.36,3.36
Midnight,81,33,15.25,202825.62,133.91,0.94,0.22,-4.35,0.09,0.19,0.00,0.26,0.27,0.64,5.33,3.91
Midnight Juggernauts,5,38,29.40,253944.00,129.39,0.82,0.59,-5.06,0.08,0.28,0.01,0.19,0.61,0.20,9.60,4.00
Midnight Kids,7,44,40.71,196886.57,107.58,0.69,0.53,-6.65,0.04,0.14,0.28,0.15,0.27,0.86,5.43,4.00
Midnight Magic,23,51,23.30,336735.96,118.06,0.77,0.73,-7.58,0.06,0.27,0.17,0.17,0.84,0.43,4.09,4.00
Midnight Odyssey,25,24,11.04,586344.96,120.11,0.74,0.22,-9.69,0.10,0.80,0.38,0.11,0.07,0.36,6.24,3.80
Midnight Pool Party,17,44,28.82,225423.00,116.96,0.64,0.77,-7.99,0.08,0.09,0.05,0.16,0.67,0.41,6.18,4.00
Midnight Star,12,17,10.75,300583.50,115.24,0.54,0.74,-8.85,0.13,0.29,0.08,0.20,0.54,0.67,6.17,4.00
Midnight Tyrannosaurus,63,48,21.59,261536.13,126.25,0.80,0.66,-4.28,0.38,0.09,0.02,0.24,0.17,0.67,3.81,3.87
Midnight Vices,4,34,29.75,337375.25,144.50,0.86,0.65,-9.24,0.07,0.91,0.00,0.32,0.13,0.75,8.00,4.00
Midnite,239,30,10.97,264211.59,114.03,0.57,0.77,-8.00,0.25,0.02,0.09,0.12,0.67,0.45,5.56,3.98
Midtown,38,45,19.97,213106.68,139.67,0.84,0.45,-4.88,0.09,0.00,0.03,0.22,0.48,0.74,5.61,3.97
Midwife,27,43,20.41,352618.41,95.24,0.31,0.33,-14.53,0.04,0.88,0.79,0.18,0.09,0.89,5.26,3.81
Mig,20,51,38.15,206954.10,136.74,0.89,0.80,-4.77,0.10,0.00,0.08,0.20,0.92,0.60,4.80,4.00
Mighty Clouds Of Joy,20,26,12.70,322348.05,138.23,0.70,0.48,-5.91,0.10,0.00,0.28,0.47,0.49,0.80,4.50,3.50
Mighty Diamonds,31,43,14.26,220640.61,126.16,0.54,0.78,-7.95,0.08,0.01,0.17,0.13,0.80,0.68,5.90,3.97
Mighty Dub Katz,7,42,26.14,410596.29,127.55,0.90,0.86,-6.93,0.07,0.76,0.01,0.16,0.84,0.14,6.57,4.00
Mighty Sam McClain,3,27,22.67,326610.00,155.88,0.30,0.56,-12.82,0.08,0.00,0.43,0.09,0.58,0.33,1.67,3.67
Migos,57,74,53.51,243712.16,134.25,0.68,0.84,-5.60,0.20,0.00,0.15,0.16,0.49,0.58,5.02,4.02
Miguel,48,83,48.54,225868.48,112.11,0.61,0.59,-6.83,0.08,0.00,0.16,0.22,0.38,0.44,5.50,3.92
Miguel and the Living Dead,4,11,8.25,245667.00,124.55,0.95,0.45,-5.18,0.06,0.05,0.00,0.36,0.52,0.50,5.75,4.00
Miguel Bastida,36,41,22.08,264052.83,125.48,0.80,0.81,-8.11,0.07,0.76,0.01,0.13,0.49,0.53,6.22,4.00
Miguel Bosé,5,61,57.00,255473.60,136.58,0.66,0.67,-7.35,0.07,0.02,0.15,0.08,0.53,0.60,8.20,4.00
Miguel Campbell,14,51,26.07,266059.79,119.46,0.39,0.89,-11.35,0.11,0.39,0.05,0.26,0.61,0.14,7.71,4.00
Miguel Llobet Solés,39,41,17.51,115490.72,100.08,0.09,0.44,-25.14,0.06,0.89,0.97,0.11,0.33,0.62,3.79,3.49
Miguel Mateos,5,63,45.60,311188.20,131.34,0.84,0.49,-5.22,0.08,0.00,0.08,0.60,0.51,1.00,5.20,4.00
Miguel Migs,106,40,18.33,323301.50,120.19,0.73,0.80,-7.26,0.07,0.27,0.03,0.11,0.73,0.50,5.41,4.00
Miguel Puente,3,16,12.67,404141.33,120.00,0.53,0.86,-10.21,0.05,0.65,0.01,0.14,0.53,0.33,6.00,4.00
Miguel Roldán Cruel Adicción,4,9,6.50,231823.25,124.26,0.95,0.48,-3.80,0.06,0.00,0.00,0.20,0.42,0.75,5.50,4.00
Miguel Serugetti,3,38,36.33,127070.67,110.49,0.10,0.68,-17.67,0.08,0.63,0.92,0.12,0.19,0.67,7.67,3.67
Mihalis Safras,42,29,14.38,293888.14,126.38,0.89,0.79,-7.05,0.06,0.76,0.01,0.11,0.68,0.57,5.00,4.00
Miho Fukuhara,3,45,33.67,259031.33,87.99,0.87,0.53,-3.61,0.03,0.29,0.03,0.22,0.61,1.00,5.00,4.00
Miike Snow,41,62,30.49,259257.76,117.76,0.77,0.60,-5.60,0.06,0.18,0.13,0.21,0.48,0.39,5.44,4.05
Mijares,4,61,47.50,212192.25,112.74,0.57,0.49,-9.52,0.04,0.00,0.41,0.08,0.29,1.00,2.50,4.00
MIKA,24,59,38.00,216712.17,118.44,0.72,0.67,-5.93,0.05,0.02,0.12,0.19,0.66,0.79,5.75,4.00
Mika Singh,6,70,57.33,258737.33,111.19,0.89,0.74,-5.19,0.11,0.00,0.28,0.17,0.70,0.83,3.50,4.00
Mikael Wiehe,18,36,15.56,273440.78,116.43,0.46,0.54,-10.36,0.06,0.00,0.48,0.42,0.50,0.89,5.06,3.83
Mikal Cronin,28,24,11.14,228191.46,118.10,0.72,0.30,-6.01,0.04,0.18,0.08,0.21,0.39,0.64,5.14,4.00
Mikazuki BIGWAVE,25,54,22.68,200094.76,130.26,0.89,0.63,-6.00,0.17,0.34,0.03,0.21,0.63,0.48,5.92,4.00
Mike & Kelly Bowling,11,30,15.55,232420.64,120.59,0.62,0.56,-6.82,0.04,0.00,0.37,0.18,0.47,1.00,4.00,3.91
Mike & The Mechanics,3,27,23.00,266453.00,108.45,0.71,0.59,-9.37,0.03,0.00,0.29,0.08,0.69,0.67,4.33,4.00
Mike And The Censations,4,28,23.25,168077.00,118.03,0.55,0.49,-6.26,0.05,0.00,0.53,0.20,0.66,0.75,9.00,3.00
Mike and the Moonpies,13,50,36.69,222352.08,129.30,0.69,0.50,-7.63,0.04,0.00,0.09,0.24,0.67,0.92,5.62,4.00
Mike Bauhaus,5,16,8.40,252405.40,122.53,0.86,0.72,-4.66,0.04,0.00,0.14,0.16,0.78,1.00,3.60,4.00
Mike Bloomfield,6,15,10.67,377022.33,118.70,0.62,0.44,-9.37,0.07,0.29,0.60,0.57,0.63,1.00,5.67,3.83
Mike Bowling,28,30,13.25,196509.57,114.15,0.57,0.55,-7.19,0.04,0.00,0.34,0.18,0.47,1.00,4.82,3.71
Mike Candys,17,62,35.65,196078.88,126.95,0.86,0.75,-4.45,0.08,0.49,0.02,0.10,0.49,0.41,8.06,3.94
Mike Cervello,3,42,37.67,206946.00,127.32,0.86,0.73,-7.78,0.08,0.46,0.00,0.21,0.29,0.67,6.67,4.00
Mike Cooper,7,25,11.86,389806.86,114.17,0.50,0.41,-14.63,0.23,0.85,0.75,0.10,0.20,0.86,3.86,4.14
Mike D' Jais,32,45,30.06,252866.34,111.91,0.56,0.83,-8.62,0.07,0.56,0.10,0.09,0.42,0.31,5.66,4.00
Mike Dehnert,6,19,12.17,337169.83,126.16,0.71,0.79,-10.68,0.10,0.48,0.02,0.12,0.51,0.50,6.83,4.00
Mike Der Bademeister,3,27,15.33,186811.00,137.97,0.98,0.63,-2.49,0.18,0.00,0.05,0.49,0.67,1.00,7.33,4.00
Mike Dimes,9,65,57.67,156433.89,129.89,0.61,0.82,-5.63,0.26,0.00,0.12,0.21,0.55,0.67,3.22,4.00
Mike Duff,3,45,33.33,173225.67,96.34,0.12,0.74,-17.09,0.07,0.81,0.98,0.11,0.25,1.00,7.33,4.00
Mike Dunn,57,45,14.14,351422.63,124.49,0.79,0.81,-7.29,0.09,0.39,0.01,0.13,0.63,0.49,5.26,4.00
Mike Foyle,20,42,15.75,293052.60,133.80,0.89,0.56,-9.09,0.05,0.74,0.01,0.22,0.35,0.25,5.30,3.95
Mike Hawkins,3,45,37.00,155825.00,118.69,0.87,0.49,-3.86,0.06,0.00,0.01,0.27,0.37,0.33,2.67,4.00
Mike Herrera,4,26,22.00,189239.50,142.22,0.33,0.50,-8.38,0.03,0.00,0.53,0.16,0.29,1.00,9.00,4.00
Mike Howe,72,33,12.43,214282.76,106.33,0.21,0.48,-17.79,0.04,0.89,0.92,0.12,0.21,0.61,4.89,3.83
Mike James Kirkland,5,48,23.40,274750.60,103.22,0.54,0.62,-9.20,0.08,0.17,0.32,0.21,0.64,0.40,8.20,3.80
Mike Jones,17,64,41.47,246822.82,134.43,0.69,0.76,-5.68,0.24,0.00,0.12,0.25,0.58,0.59,5.71,4.00
Mike Kalambay,28,33,24.50,357093.39,124.14,0.70,0.49,-8.33,0.12,0.00,0.47,0.26,0.63,0.68,5.93,3.86
Mike Koglin,10,24,10.10,396317.80,134.63,0.89,0.58,-7.21,0.06,0.82,0.00,0.30,0.24,0.60,4.80,4.00
Mike Krol,35,51,23.60,146226.31,138.46,0.82,0.43,-5.97,0.10,0.06,0.03,0.28,0.36,0.74,5.89,3.97
Mike Laure,53,47,24.08,153822.06,117.78,0.53,0.71,-8.41,0.05,0.00,0.55,0.14,0.89,0.64,5.13,4.00
Mike Lazarev,19,54,32.58,148579.37,109.13,0.06,0.35,-23.92,0.04,0.91,0.96,0.11,0.13,0.26,3.47,3.79
Mike Mago,37,52,25.65,204843.89,123.40,0.83,0.66,-5.80,0.07,0.17,0.04,0.17,0.48,0.54,5.70,4.00
Mike Mareen,8,35,24.13,380591.38,123.75,0.82,0.63,-7.65,0.04,0.25,0.02,0.12,0.67,0.63,2.88,4.00
Mike Marshall,12,26,16.17,234141.25,127.75,0.35,0.49,-13.45,0.05,0.68,0.89,0.20,0.50,0.92,6.00,3.33
Mike Massé,26,31,18.54,248701.50,114.62,0.41,0.49,-10.24,0.03,0.00,0.43,0.55,0.35,0.88,5.96,3.96
Mike McClure,8,31,20.38,179281.63,106.32,0.44,0.57,-9.95,0.05,0.00,0.52,0.19,0.49,0.88,2.13,4.00
Mike Moreno,7,22,10.00,412617.14,110.67,0.33,0.45,-18.28,0.04,0.70,0.80,0.12,0.42,0.57,3.00,4.00
Mike NRG,9,30,18.78,333724.56,148.77,0.92,0.64,-6.40,0.06,0.60,0.05,0.22,0.19,0.44,9.33,4.00
Mike Nüchtern,15,31,12.53,191559.47,136.93,0.91,0.66,-4.40,0.09,0.00,0.05,0.29,0.68,0.80,4.53,4.00
Mike Oldfield,138,69,21.67,360043.75,119.93,0.39,0.45,-13.73,0.04,0.55,0.51,0.18,0.36,0.47,5.41,3.82
Mike Perry,43,72,48.26,181788.79,112.39,0.77,0.63,-4.97,0.08,0.00,0.06,0.18,0.42,0.77,5.93,3.93
Mike Phillips,8,30,19.25,282830.00,102.97,0.62,0.60,-6.91,0.05,0.21,0.14,0.10,0.51,0.38,4.13,4.00
Mike Posner,80,76,28.93,202146.85,118.59,0.65,0.71,-7.16,0.09,0.02,0.13,0.19,0.53,0.48,5.79,3.96
Mike Rowland,34,34,17.62,393776.41,92.28,0.17,0.16,-18.19,0.04,0.87,0.74,0.17,0.08,0.88,4.74,3.79
Mike Ryan,28,52,32.75,209306.50,122.34,0.63,0.56,-6.39,0.03,0.00,0.25,0.17,0.43,0.86,4.96,3.93
Mike Sharon,6,19,14.33,386491.83,124.67,0.76,0.83,-7.84,0.06,0.72,0.02,0.19,0.55,0.33,8.00,4.00
Mike Shinoda,18,63,44.94,210917.17,124.95,0.74,0.61,-6.11,0.08,0.00,0.11,0.16,0.44,0.50,4.39,3.94
Mike Stern,14,27,12.07,366817.14,110.52,0.39,0.53,-12.61,0.04,0.48,0.78,0.12,0.38,0.71,5.86,3.86
Mike Strickland,15,24,11.53,255734.87,111.97,0.20,0.41,-17.73,0.04,0.89,0.95,0.10,0.21,0.87,4.40,4.00
Mike Tramp,5,36,29.60,246815.80,113.80,0.84,0.51,-5.29,0.04,0.00,0.01,0.23,0.52,0.60,5.80,4.00
Mike Viola,24,17,9.04,242344.83,120.08,0.61,0.56,-6.17,0.04,0.03,0.28,0.20,0.51,0.92,5.08,3.92
Mike WiLL Made-It,12,70,54.83,214236.00,140.15,0.62,0.74,-5.39,0.16,0.01,0.16,0.24,0.28,0.17,6.75,4.08
Mike Williams,38,62,40.32,178716.05,125.82,0.86,0.63,-4.42,0.05,0.23,0.05,0.25,0.42,0.45,5.05,4.00
Mike Zito,31,35,18.84,267861.26,124.32,0.69,0.55,-6.11,0.05,0.08,0.16,0.28,0.63,0.58,5.32,3.90
mike.,60,69,47.62,183384.30,104.79,0.48,0.73,-8.48,0.13,0.00,0.41,0.14,0.40,0.60,5.25,4.02
Mikel Knight,4,42,27.00,205333.50,112.77,0.82,0.78,-5.42,0.16,0.00,0.36,0.09,0.82,1.00,2.75,3.75
MIKESCHAIR,4,36,34.50,234756.00,148.25,0.55,0.36,-7.18,0.03,0.00,0.19,0.18,0.32,1.00,7.75,4.00
Mikey Dread,14,30,7.79,271175.57,120.91,0.62,0.73,-8.21,0.08,0.28,0.11,0.32,0.71,0.43,5.64,4.00
Mikey Erg,3,23,20.00,131087.00,118.43,0.89,0.33,-6.82,0.09,0.00,0.00,0.27,0.48,0.33,7.00,3.67
Mikey General,3,7,5.67,231948.00,115.65,0.62,0.85,-6.94,0.16,0.00,0.14,0.09,0.86,0.67,8.33,4.00
Mikey Spice,44,37,13.70,233416.80,97.80,0.58,0.69,-6.60,0.12,0.00,0.15,0.15,0.71,0.77,6.20,4.00
Mikey Wax,13,54,26.23,213368.46,127.54,0.67,0.58,-6.15,0.04,0.00,0.18,0.22,0.53,0.62,3.38,4.00
Miki Howard,8,37,10.00,314433.25,101.27,0.58,0.56,-8.76,0.04,0.00,0.36,0.14,0.44,0.63,3.75,4.00
Miki Matsubara,6,75,52.17,294886.50,112.99,0.68,0.73,-8.75,0.05,0.00,0.16,0.15,0.79,0.83,5.33,4.00
Mikis Theodorakis,91,43,13.36,182158.35,123.08,0.43,0.52,-12.08,0.04,0.57,0.50,0.14,0.55,0.60,5.45,3.81
Mikkel Metal,3,17,11.67,446827.67,115.99,0.54,0.79,-14.76,0.06,0.89,0.45,0.23,0.51,0.00,4.67,4.00
Miko Mission,3,39,28.67,251849.00,115.59,0.78,0.65,-8.01,0.03,0.21,0.01,0.17,0.83,0.33,1.33,4.00
Mikrodot,4,29,19.50,238714.25,139.99,0.53,0.74,-11.61,0.09,0.77,0.21,0.25,0.31,0.50,8.25,4.00
MIKTEK,9,30,15.67,363810.44,130.15,0.35,0.38,-18.09,0.04,0.84,0.57,0.13,0.16,0.22,4.78,4.00
Miky Woodz,3,65,60.33,209171.67,138.31,0.62,0.85,-5.40,0.18,0.00,0.15,0.29,0.63,0.67,2.67,4.00
Milano,6,38,30.83,242726.50,140.16,0.92,0.70,-5.15,0.07,0.00,0.01,0.34,0.89,0.33,3.83,4.00
Mild High Club,33,78,39.18,167244.39,99.59,0.52,0.55,-9.90,0.04,0.30,0.21,0.19,0.37,0.58,5.21,3.91
Mild Minds,18,67,52.56,254172.11,115.89,0.71,0.65,-8.19,0.05,0.56,0.27,0.15,0.37,0.11,7.17,4.00
mildrage,3,38,26.67,247688.67,116.68,0.95,0.41,-3.22,0.08,0.03,0.00,0.40,0.26,1.00,6.00,4.00
Mile Twelve,4,23,22.25,199079.50,158.73,0.53,0.44,-9.22,0.03,0.01,0.55,0.24,0.56,0.75,7.25,3.50
Miles Away,19,52,34.16,218110.68,133.52,0.70,0.57,-5.44,0.04,0.04,0.16,0.13,0.28,0.68,6.58,4.00
Miles Davis,14,63,31.71,369371.36,103.14,0.33,0.55,-13.70,0.06,0.18,0.67,0.21,0.44,0.64,2.64,3.93
Miles Davis Quintet,7,34,23.29,373143.00,113.97,0.32,0.50,-11.51,0.05,0.00,0.77,0.19,0.36,0.86,5.86,4.00
Miles from Kinshasa,3,47,35.00,225589.33,84.67,0.56,0.63,-9.71,0.12,0.00,0.14,0.10,0.53,0.00,5.67,4.00
Miles Kane,24,54,30.25,199152.88,126.44,0.81,0.52,-4.56,0.04,0.02,0.07,0.22,0.54,0.46,6.33,3.96
Miles Wesley,5,51,35.00,169297.40,123.87,0.66,0.58,-5.95,0.05,0.00,0.18,0.12,0.42,0.20,5.20,3.60
Miley Cyrus,72,100,61.68,213011.00,129.95,0.72,0.60,-5.47,0.06,0.00,0.10,0.17,0.47,0.67,5.58,3.93
